geneID	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
Xkr4	309.7462346	-0.024367401	0.31903279	-0.076378986	0.939117588	0.995624737
Rp1	1.902753368	-2.884821691	4.493381586	-0.642015737	0.520862965	0.926025385
Sox17	1492.653037	0.151639238	0.175136846	0.865832871	0.38658182	0.875031457
Mrpl15	722.0291944	0.02184171	0.221283629	0.098704591	0.921372823	0.994806855
Lypla1	1559.482046	-0.063237401	0.160880158	-0.393071474	0.694266693	0.966157344
Tcea1	3607.074483	-0.131456647	0.12164489	-1.08065902	0.279848818	0.81544277
Rgs20	7.402061753	-1.115095401	1.97130183	-0.565664468	0.571621894	0.940223082
Atp6v1h	1629.492303	0.140886905	0.145790285	0.966366897	0.333860622	0.851442766
Oprk1	0.483103054	2.928418165	4.511293935	0.649130428	0.516254075	NA
Npbwr1	0	NA	NA	NA	NA	NA
Rb1cc1	3040.932633	-0.016336034	0.107353279	-0.152170793	0.879052229	0.990431407
Fam150a	0.62295933	-0.111269078	4.562152922	-0.024389599	0.980541845	NA
St18	1.376118662	3.848643295	4.499140461	0.855417458	0.392320082	NA
Pcmtd1	4166.526847	0.012850585	0.090497565	0.141999232	0.887080612	0.990431407
Sntg1	12.74052845	-0.031226754	1.783243354	-0.017511213	0.986028787	0.996898361
Rrs1	911.1689139	0.11023042	0.171791161	0.641653616	0.521098112	0.926025385
Adhfe1	1226.186206	0.316181071	0.399157958	0.792120175	0.428290608	0.894175613
2610203C22Rik	24.31882432	-0.458145004	1.084334185	-0.422512737	0.672650806	0.96223448
3110035E14Rik	8.46083223	-1.839505725	2.277585807	-0.807655948	0.419288669	0.890501925
Mybl1	178.0420799	-0.480401019	0.404131611	-1.188724185	0.23454822	0.782336283
Vcpip1	1287.476288	0.139270921	0.172615024	0.806829656	0.419764631	0.890501925
1700034P13Rik	3.563974461	3.193646792	2.780067129	1.148766071	0.250652453	0.796015707
Sgk3	1267.822206	0.016084248	0.185729796	0.086600255	0.930989263	0.995063906
Mcmdc2	4.507987441	-0.730078187	3.18151613	-0.229474929	0.818499805	0.986772525
Snhg6	195.5408855	-0.043112768	0.285766453	-0.150867141	0.880080521	0.990431407
Snord87	0	NA	NA	NA	NA	NA
Tcf24	66.87626844	-0.377213597	0.778229239	-0.484707562	0.627883802	0.953615725
Ppp1r42	3.777514889	0.093769794	3.525299949	0.026599097	0.978779494	0.996499022
Cops5	1946.882646	0.143872905	0.130559512	1.101971841	0.270473914	0.81029365
Cspp1	528.902532	-0.040518777	0.246348392	-0.164477539	0.869355227	0.989906705
Arfgef1	2595.554685	0.078078679	0.118145249	0.660870236	0.508695535	0.923705906
Cpa6	0	NA	NA	NA	NA	NA
Mir467e	0	NA	NA	NA	NA	NA
Prex2	5883.75066	0.016875069	0.099051358	0.170366856	0.864721636	0.989028081
A830018L16Rik	30.0064284	2.935314083	1.034885817	2.836365166	0.004563024	0.167386769
Mir6341	0	NA	NA	NA	NA	NA
Gm17644	0	NA	NA	NA	NA	NA
Sulf1	2870.754186	0.166010807	0.241697845	0.686852655	0.492175584	0.917753636
Slco5a1	8.138528902	4.708291358	2.001134007	2.352811626	0.01863207	0.341003183
Prdm14	1.470715033	0.534154538	4.446967313	0.120116588	0.904390793	NA
Ncoa2	3871.103881	-0.053723359	0.108154249	-0.496729065	0.619380123	0.950840246
Tram1	5491.422798	-0.048293169	0.091983049	-0.52502249	0.599567557	0.947239475
Lactb2	1312.795264	0.061854451	0.152466731	0.405691461	0.684969317	0.964380983
Xkr9	0	NA	NA	NA	NA	NA
Gm5523	1.111797297	0.954344872	2.631120736	0.362714207	0.716818386	NA
Eya1	27.58898445	3.519004176	1.338837741	2.628402283	0.0085787	0.23101018
Msc	83.76045106	1.007791871	0.476997409	2.112782696	0.034619371	0.436560714
Trpa1	1.529358191	-1.010281999	2.277240371	-0.443643109	0.657300633	NA
Kcnb2	1.96926428	2.222001871	3.073628713	0.722924621	0.469726196	0.911048933
Terf1	495.5007856	-0.061781907	0.263905274	-0.234106376	0.814902396	0.985972853
Sbspon	7658.42515	0.044756788	0.124498307	0.359497166	0.719223198	0.97242844
4930444P10Rik	2.697935948	-3.758904591	4.392657846	-0.855724421	NA	NA
Rpl7	19516.71811	-0.126113151	0.076043336	-1.658437895	0.097229113	0.612656167
Rdh10	985.9405231	-0.388940063	0.240048924	-1.620253309	0.105177874	0.627615749
Stau2	473.1568092	0.490247854	0.271093764	1.808406973	0.070543183	0.552138424
